"product_id","product_name","description","product_image","product_info_image","our_selling_price","original_price","promo_item","saving_per_unit","display_saving_per_unit","outlet_item_id","popularity_index","sold_per","unit","approx_weight","size_label","label_value","each_suffix","allow_grams","status_available","status_available_label","featured_item","vendor_id","outlet_id","outlet_name","department_id","department_name","aisle_id","aisle_name","brand_id","brand_title","product_cart","cart_qty","cart_notes","cart_detail_id","is_favorited"
16944,"أبو الولد جبنة مثلثات قابلة للدهن","","https://cdn.basket.jo/assets/images/products/list/16944_1626099969.jpg","https://cdn.basket.jo/assets/images/products/detail/16944_1626099969.jpg",3.83,3.83,0,0,"",211128,27823,1,"ct",0,22,"48",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",6804,"Jibnet Abu El Walad",0,0,"",0,0
2161,"أبو الولد جبنة مثلثات قابلة للدهن","","https://cdn.basket.jo/assets/images/products/list/2161_1536660713.jpg","https://cdn.basket.jo/assets/images/products/detail/2161_1536660713.jpg",2.54,2.54,0,0,"",211099,27821,1,"ct",0,22,"32",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",6804,"Jibnet Abu El Walad",0,0,"",0,0
2160,"أبو الولد جبنة مثلثات قابلة للدهن","","https://cdn.basket.jo/assets/images/products/list/2160_1591270942.jpg","https://cdn.basket.jo/assets/images/products/detail/2160_1591270942.jpg",1.91,1.91,0,0,"",211096,27817,1,"ct",0,22,"24",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",6804,"Jibnet Abu El Walad",0,0,"",0,0
2158,"أبو الولد جبنة مثلثات قابلة للدهن","","https://cdn.basket.jo/assets/images/products/list/2158_1546171465.jpg","https://cdn.basket.jo/assets/images/products/detail/2158_1546171465.jpg",0.64,0.64,0,0,"",211093,27810,1,"ct",0,22,"8",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",6804,"Jibnet Abu El Walad",0,0,"",0,0
20220,"أبو الولد
جبنة
مثلثات
قابلة
للدهن","","https://cdn.basket.jo/assets/images/products/list/20220_1626099929.jpg","https://cdn.basket.jo/assets/images/products/detail/20220_1626099929.jpg",2.93,2.93,0,0,"",211125,27808,1,"g",0,23,"4x120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",6804,"Jibnet Abu El Walad",0,0,"",0,0
2149,"أبو الولد شرائح جبنة الشدر المطبوخة
","","https://cdn.basket.jo/assets/images/products/list/2149_1612533087.jpg","https://cdn.basket.jo/assets/images/products/detail/2149_1612533087.jpg",2.21,2.21,0,0,"",210997,27816,1,"ct",0,22,"24",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",6804,"Jibnet Abu El Walad",0,0,"",0,0
2147,"ابو
الولد
شرائح جبنة
الشيدر 
","","https://cdn.basket.jo/assets/images/products/list/2147_1612533301.jpg","https://cdn.basket.jo/assets/images/products/detail/2147_1612533301.jpg",1.31,1.31,0,0,"",210982,27812,1,"ct",0,22,"12",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",6804,"Jibnet Abu El Walad",0,0,"",0,0
2148,"ابو
الولد شرائح جبنة
شدر للبرغر
","","https://cdn.basket.jo/assets/images/products/list/2148_1612090893.jpg","https://cdn.basket.jo/assets/images/products/detail/2148_1612090893.jpg",1.31,1.31,0,0,"",210995,27813,1,"ct",0,22,"12",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",6804,"Jibnet Abu El Walad",0,0,"",0,0
2665,"ابيروس جيدتري جبنة ماعز","","https://cdn.basket.jo/assets/images/products/list/2665_1568909369.jpg","https://cdn.basket.jo/assets/images/products/detail/2665_1568909369.jpg",2.8,2.8,0,0,"",1345058,52995,1,"g",0,23,"30",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",97,"إبيروس",0,0,"",0,0
2666,"ابيروس لايت فورماجيو جبنة جريكو لايت","","https://cdn.basket.jo/assets/images/products/list/2666_1568909320.jpg","https://cdn.basket.jo/assets/images/products/detail/2666_1568909320.jpg",2.8,2.8,0,0,"",1345056,52996,1,"g",0,23,"30",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4036,"الجبنة",97,"إبيروس",0,0,"",0,0
