"product_id","product_name","description","product_image","product_info_image","our_selling_price","original_price","promo_item","saving_per_unit","display_saving_per_unit","outlet_item_id","popularity_index","sold_per","unit","approx_weight","size_label","label_value","each_suffix","allow_grams","status_available","status_available_label","featured_item","vendor_id","outlet_id","outlet_name","department_id","department_name","aisle_id","aisle_name","brand_id","brand_title","product_cart","cart_qty","cart_notes","cart_detail_id","is_favorited"
35951,"اكسلير إكسيليتول
سبري عن
طريق الفم
شطف
فينترجرين","","https://cdn.basket.jo/assets/images/products/list/35951_1627560293.jpg","https://cdn.basket.jo/assets/images/products/detail/35951_1627560293.jpg",6.5,6.5,0,0,"",1344316,63556,1,"ml",0,18,"473",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",3558,"اكسلير",0,0,"",0,0
43502,"بارادونتكس غسول الفم اليومي","","https://cdn.basket.jo/assets/images/products/list/43502_1541446516.jpg","https://cdn.basket.jo/assets/images/products/detail/43502_1541446516.jpg",3.79,3.79,0,0,"",213373,39183,1,"ml",0,18,"300",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",639,"بارودونتاكس",0,0,"",0,0
10176,"كولجيت اوبتك وايت 
غسول للفم","","https://cdn.basket.jo/assets/images/products/list/10176_1579561613.jpg","https://cdn.basket.jo/assets/images/products/detail/10176_1579561613.jpg",5.69,5.69,0,0,"",213380,10689,1,"ml",0,18,"500",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",634,"كولجيت",0,0,"",0,0
36242,"كولجيت بلاكس
حماية متعددة 

غسول للفم","","https://cdn.basket.jo/assets/images/products/list/36242_1627560294.jpg","https://cdn.basket.jo/assets/images/products/detail/36242_1627560294.jpg",4.6,4.6,0,0,"",230805,10696,1,"ml",0,18,"500",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",634,"كولجيت",0,0,"",0,0
130662,"كولجيت بلاكس غسول الفم بالنعناع","","https://cdn.basket.jo/assets/images/products/list/122844_1608225153.jpg","https://cdn.basket.jo/assets/images/products/detail/122844_1608225153.jpg",1.2,1.2,0,0,"",1628462,10661,1,"ml",0,18,"100",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",634,"كولجيت",0,0,"",0,0
21055,"كولجيت بلاكس غسول فم بالنعناع","","https://cdn.basket.jo/assets/images/products/list/21055_1609686716.jpg","https://cdn.basket.jo/assets/images/products/detail/21055_1609686716.jpg",2.99,2.99,0,0,"",213376,10682,1,"ml",0,18,"250",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",634,"كولجيت",0,0,"",0,0
17673,"كولجيت
بلاكس غسول
فم بانتعاش الشاي","","https://cdn.basket.jo/assets/images/products/list/17673_1626099819.jpg","https://cdn.basket.jo/assets/images/products/detail/17673_1626099819.jpg",4.6,4.6,0,0,"",213377,10692,1,"ml",0,18,"500",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",634,"كولجيت",0,0,"",0,0
57202,"كولجيت غسول الفم يساعد على تقليل نزيف اللثة","","https://cdn.basket.jo/assets/images/products/list/57202_1581271865.jpg","https://cdn.basket.jo/assets/images/products/detail/57202_1581271865.jpg",3.35,3.35,0,0,"",517376,10684,1,"ml",0,18,"250",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",634,"كولجيت",0,0,"",0,0
17616,"كولجيت
غسول فم
بالشاي المنعش","","https://cdn.basket.jo/assets/images/products/list/17616_1626099808.jpg","https://cdn.basket.jo/assets/images/products/detail/17616_1626099808.jpg",2.99,2.99,0,0,"",213375,10680,1,"ml",0,18,"250",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",634,"كولجيت",0,0,"",0,0
17614,"كولجيت
غسول فم
بلاكس 
بالنعناع
المنعش","","https://cdn.basket.jo/assets/images/products/list/17614_1626099807.jpg","https://cdn.basket.jo/assets/images/products/detail/17614_1626099807.jpg",4.6,4.6,0,0,"",1317848,10691,1,"ml",0,18,"500",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3880,"معقم الفم",634,"كولجيت",0,0,"",0,0
