"product_id","product_name","description","product_image","product_info_image","our_selling_price","original_price","promo_item","saving_per_unit","display_saving_per_unit","outlet_item_id","popularity_index","sold_per","unit","approx_weight","size_label","label_value","each_suffix","allow_grams","status_available","status_available_label","featured_item","vendor_id","outlet_id","outlet_name","department_id","department_name","aisle_id","aisle_name","brand_id","brand_title","product_cart","cart_qty","cart_notes","cart_detail_id","is_favorited"
52578,":ارفور لبن بنكهة الفانيلا","","https://cdn.basket.jo/assets/images/products/list/52578_1627344229.jpg","https://cdn.basket.jo/assets/images/products/detail/52578_1627344229.jpg",3.33,3.33,0,0,"",240035,2057,1,"g",0,23,"8x125",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",4970,"كارفور",0,0,"",0,0
34841,"اكتيفيا
زبادي بنكهة
الأناناس","","https://cdn.basket.jo/assets/images/products/list/34841_1628938802.jpg","https://cdn.basket.jo/assets/images/products/detail/34841_1628938802.jpg",0.48,0.48,0,0,"",230714,14668,1,"g",0,23,"120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
2463,"اكتيفيا
زبادي 
بنكهة
الخوخ
والمشمش","","https://cdn.basket.jo/assets/images/products/list/2463_1583415613.jpg","https://cdn.basket.jo/assets/images/products/detail/2463_1583415613.jpg",0.48,0.48,0,0,"",230466,14664,1,"g",0,23,"120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
2462,"اكتيفيا زبادي بنكهة الفراولة","","https://cdn.basket.jo/assets/images/products/list/2462_1590364429.jpg","https://cdn.basket.jo/assets/images/products/detail/2462_1590364429.jpg",0.48,0.48,0,0,"",230161,14663,1,"g",0,23,"120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
2461,"اكتيفيا زبادي بنكهة الفراولة لايت","","https://cdn.basket.jo/assets/images/products/list/2461_1590364378.jpg","https://cdn.basket.jo/assets/images/products/detail/2461_1590364378.jpg",0.48,0.48,0,0,"",231240,14662,1,"g",0,23,"120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
16845,"اكتيفيا زبادي مخفوق بالتوت المشكل","","https://cdn.basket.jo/assets/images/products/list/16845_1626099864.jpg","https://cdn.basket.jo/assets/images/products/detail/16845_1626099864.jpg",0.48,0.48,0,0,"",231298,14667,1,"g",0,23,"120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
51880,"اكتيفيا
زبادي مخفوق بالتين","","https://cdn.basket.jo/assets/images/products/list/51880_1625649473.jpg","https://cdn.basket.jo/assets/images/products/detail/51880_1625649473.jpg",0.48,0.48,0,0,"",239762,14669,1,"g",0,23,"120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
64498,"اكتيفيا زبادي مخفوق بالفراولة كامل الدسم","","https://cdn.basket.jo/assets/images/products/list/64498_1626101138.jpg","https://cdn.basket.jo/assets/images/products/detail/64498_1626101138.jpg",1.4,1.4,0,0,"",519309,14676,1,"g",0,23,"4x120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
64496,"اكتيفيا زبادي مخفوق بنكهة
 المشمش والخوخ كامل
الدسم","","https://cdn.basket.jo/assets/images/products/list/64496_1626101138.jpg","https://cdn.basket.jo/assets/images/products/detail/64496_1626101138.jpg",1.4,1.4,0,0,"",519310,14675,1,"g",0,23,"4x120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
10675,"أكتيفيا لبن زبادي بالتوت المشكل","","https://cdn.basket.jo/assets/images/products/list/10675_1625649587.jpg","https://cdn.basket.jo/assets/images/products/detail/10675_1625649587.jpg",0.48,0.48,0,0,"",231825,14665,1,"g",0,23,"120",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4023,"الأجبان والألبان والبيض",4030,"الحلوى والبودينج المبردة",47,"اكتيفيا",0,0,"",0,0
