"product_id","product_name","description","product_image","product_info_image","our_selling_price","original_price","promo_item","saving_per_unit","display_saving_per_unit","outlet_item_id","popularity_index","sold_per","unit","approx_weight","size_label","label_value","each_suffix","allow_grams","status_available","status_available_label","featured_item","vendor_id","outlet_id","outlet_name","department_id","department_name","aisle_id","aisle_name","brand_id","brand_title","product_cart","cart_qty","cart_notes","cart_detail_id","is_favorited"
20975,"أحمد توفيق الكشعة صابون نابلسي 
طبيعي رائحة
زيت
الزيتون
وزيت الورد","","https://cdn.basket.jo/assets/images/products/list/20975_1583529749.jpg","https://cdn.basket.jo/assets/images/products/detail/20975_1583529749.jpg",2.89,2.89,0,0,"",215425,60978,1,"ml",0,18,"250",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",7214,"أحمد توفيق الشكعة",0,0,"",0,0
136398,"أرجان اويل غسول مرطب لليدين والجسم بزيت الأرجان","","https://cdn.basket.jo/assets/images/products/list/136398_1617209607.jpg","https://cdn.basket.jo/assets/images/products/detail/136398_1617209607.jpg",3.4,3.4,0,0,"",1750724,0,1,"ml",0,18,"300",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",315,"أرجان",0,0,"",0,0
136188,"أكوا فيرا غسول اليدين برائحة الياسمين","","https://cdn.basket.jo/assets/images/products/list/136188_1631375948.jpg","https://cdn.basket.jo/assets/images/products/detail/136188_1631375948.jpg",1.59,1.59,0,0,"",1753030,0,1,"ml",0,18,"500",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",6697,"Aqua",0,0,"",0,0
136441,"اكوا فيرا غسول لليدين بالصبار","","https://cdn.basket.jo/assets/images/products/list/136441_1631375987.jpg","https://cdn.basket.jo/assets/images/products/detail/136441_1631375987.jpg",1.59,1.59,0,0,"",1750253,0,1,"ml",0,18,"500",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",6697,"Aqua",0,0,"",0,0
28601,"النابلسي
صابون سائل بزيت الزيتون","","https://cdn.basket.jo/assets/images/products/list/28601_1583529796.jpg","https://cdn.basket.jo/assets/images/products/detail/28601_1583529796.jpg",2.89,2.89,0,0,"",215427,34264,1,"ml",0,18,"250",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",1377,"نابلسي",0,0,"",0,0
70047,"جونسونز
سائل تنظيف
اليدين
مضاد
للبكتيريا
برائحة زهر
اللوز","","https://cdn.basket.jo/assets/images/products/list/70047_1567620165.jpg","https://cdn.basket.jo/assets/images/products/detail/70047_1567620165.jpg",1.99,1.99,0,0,"",710388,8746,1,"ml",0,18,"300",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",342,"جونسونز",0,0,"",0,0
72658,"جونسونز غسول لليدين مضاد للبكتيريا باملاح البحر","","https://cdn.basket.jo/assets/images/products/list/72658_1570043224.jpg","https://cdn.basket.jo/assets/images/products/detail/72658_1570043224.jpg",1.99,1.99,0,0,"",710705,8748,1,"ml",0,18,"300",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",342,"جونسونز",0,0,"",0,0
51530,"جيرسي غسول للوجه والايدي مضاد للبكتيريا برائحة العود","","https://cdn.basket.jo/assets/images/products/list/51530_1582493726.jpg","https://cdn.basket.jo/assets/images/products/detail/51530_1582493726.jpg",1.05,1.05,0,0,"",384980,38455,1,"ml",0,18,"550",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",4433,"جيرسي",0,0,"",0,0
51532,"جيرسي غسول للوجه واليدين برائحة التوت البري","","https://cdn.basket.jo/assets/images/products/list/51532_1583138454.jpg","https://cdn.basket.jo/assets/images/products/detail/51532_1583138454.jpg",1.05,1.05,0,0,"",384472,38456,1,"ml",0,18,"550",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",4433,"جيرسي",0,0,"",0,0
40829,"جيرسي غسول للوجه و اليدين نسيم الليل","","https://cdn.basket.jo/assets/images/products/list/40829_1582553696.jpg","https://cdn.basket.jo/assets/images/products/detail/40829_1582553696.jpg",1.05,1.05,0,0,"",384740,38453,1,"ml",0,18,"550",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",4433,"جيرسي",0,0,"",0,0
57637,"جيرسي غسول لليدين و الوجه بالزنجبيل و الليمون","","https://cdn.basket.jo/assets/images/products/list/57637_1582618974.jpg","https://cdn.basket.jo/assets/images/products/detail/57637_1582618974.jpg",1.05,1.05,0,0,"",508501,38458,1,"ml",0,18,"550",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",4433,"جيرسي",0,0,"",0,0
492,"دوف صابون ايدي سائل","","https://cdn.basket.jo/assets/images/products/list/492_1603268094.jpg","https://cdn.basket.jo/assets/images/products/detail/492_1603268094.jpg",4.19,4.19,0,0,"",231853,12062,1,"ml",0,18,"450",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",641,"دوف",0,0,"",0,0
28550,"ديتول
الاصلي
سائل
غسيل
اليدين المضاد للبكتيريا ","","https://cdn.basket.jo/assets/images/products/list/28550_1628497099.jpg","https://cdn.basket.jo/assets/images/products/detail/28550_1628497099.jpg",5.65,5.65,0,0,"",387050,4006,1,"L",0,19,"1",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",686,"ديتول",0,0,"",0,0
478,"ديتول الاصلي
صابون سائل
للايدي 
مضاد للبكتيريا","","https://cdn.basket.jo/assets/images/products/list/478_1628501611.jpg","https://cdn.basket.jo/assets/images/products/detail/478_1628501611.jpg",0.99,2.35,0,0,"",215388,3794,1,"ml",0,18,"200",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",686,"ديتول",0,0,"",0,0
28554,"ديتول
العناية
بالبشرة
سائل غسيل
اليدين مضاد للبكتيريا","","https://cdn.basket.jo/assets/images/products/list/28554_1628496792.jpg","https://cdn.basket.jo/assets/images/products/detail/28554_1628496792.jpg",6.1,6.1,0,0,"",386305,3846,1,"ml",0,18,"250",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",686,"ديتول",0,0,"",0,0
8846,"ديتول اورجينال صابون سائل لليدين","","https://cdn.basket.jo/assets/images/products/list/8846_1583520746.jpg","https://cdn.basket.jo/assets/images/products/detail/8846_1583520746.jpg",5.19,5.19,0,0,"",215402,3873,1,"ml",0,18,"400",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",686,"ديتول",0,0,"",0,0
28560,"ديتول سائل غسيل اليدين للبشرة الحساسة","","https://cdn.basket.jo/assets/images/products/list/28560_1628496518.jpg","https://cdn.basket.jo/assets/images/products/detail/28560_1628496518.jpg",5.19,5.19,0,0,"",215401,3883,1,"ml",0,18,"400",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",3868,"العناية الشخصية",3888,"غسول اليدين",686,"ديتول",0,0,"",0,0
