"product_id","product_name","description","product_image","product_info_image","our_selling_price","original_price","promo_item","saving_per_unit","display_saving_per_unit","outlet_item_id","popularity_index","sold_per","unit","approx_weight","size_label","label_value","each_suffix","allow_grams","status_available","status_available_label","featured_item","vendor_id","outlet_id","outlet_name","department_id","department_name","aisle_id","aisle_name","brand_id","brand_title","product_cart","cart_qty","cart_notes","cart_detail_id","is_favorited"
52122,"الحدائق الخضراء زيت اللوز الحلو","","https://cdn.basket.jo/assets/images/products/list/52122_1618830081.jpg","https://cdn.basket.jo/assets/images/products/detail/52122_1618830081.jpg",3.55,3.55,0,0,"",239485,56458,1,"ml",0,18,"40",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",1746,"جرين فيلدز",0,0,"",0,0
51361,"الحدائق الخضراء زيت حبة البركة","","https://cdn.basket.jo/assets/images/products/list/51361_1618830080.jpg","https://cdn.basket.jo/assets/images/products/detail/51361_1618830080.jpg",3.3,3.3,0,0,"",238553,56455,1,"ml",0,18,"40",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",1746,"جرين فيلدز",0,0,"",0,0
148917,"الخضري زيت السمسم","","https://cdn.basket.jo/assets/images/products/list/148917_1627342762.jpg","https://cdn.basket.jo/assets/images/products/detail/148917_1627342762.jpg",1.3,1.3,0,0,"",2113571,0,1,"ml",0,18,"100",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",6980,"خضري ",0,0,"",0,0
73857,"الخضري زيت السمسم","","https://cdn.basket.jo/assets/images/products/list/73857_1631439264.jpg","https://cdn.basket.jo/assets/images/products/detail/73857_1631439264.jpg",1.85,1.85,0,0,"",743874,42676,1,"ml",0,18,"150",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",661,"الخضري",0,0,"",0,0
103544,"الخضري زيت جوز الهند","","https://cdn.basket.jo/assets/images/products/list/103544_1627342719.jpg","https://cdn.basket.jo/assets/images/products/detail/103544_1627342719.jpg",1.3,1.3,0,0,"",1343302,65973,1,"ml",0,18,"100",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",6980,"خضري ",0,0,"",0,0
103545,"الخضري زيت قزحة","","https://cdn.basket.jo/assets/images/products/list/103545_1631439190.jpg","https://cdn.basket.jo/assets/images/products/detail/103545_1631439190.jpg",2.2,2.2,0,0,"",1343304,65974,1,"ml",0,18,"100",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",6980,"خضري ",0,0,"",0,0
125639,"الكسيح زيت
طبخ بخاخ","","https://cdn.basket.jo/assets/images/products/list/125639_1610453882.jpg","https://cdn.basket.jo/assets/images/products/detail/125639_1610453882.jpg",1.97,1.97,0,0,"",1838856,6036,1,"ml",0,18,"141",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",301,"كسيح",0,0,"",0,0
125640,"الكسيح زيت نباتي بخاخ بنكهة الزبدة","","https://cdn.basket.jo/assets/images/products/list/125640_1610453879.jpg","https://cdn.basket.jo/assets/images/products/detail/125640_1610453879.jpg",1.97,1.97,0,0,"",1838834,6037,1,"ml",0,18,"141",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",301,"كسيح",0,0,"",0,0
135757,"اولايت زيت الكانولا النقي","","https://cdn.basket.jo/assets/images/products/list/135757_1617181176.jpg","https://cdn.basket.jo/assets/images/products/detail/135757_1617181176.jpg",2.82,2.82,0,0,"",1757766,0,1,"L",0,19,"1.5",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",2645,"اوليت",0,0,"",0,0
9539,"بانتاي زيت السمسم","","https://cdn.basket.jo/assets/images/products/list/9539_1575279774.jpg","https://cdn.basket.jo/assets/images/products/detail/9539_1575279774.jpg",3.35,3.35,0,0,"",205285,38595,1,"ml",0,18,"200",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",615,"بنتاي",0,0,"",0,0
135879,"بلو دراجون
علبة حليب
جوز الهند النباتي 
صغيرة","","https://cdn.basket.jo/assets/images/products/list/135879_1617305205.jpg","https://cdn.basket.jo/assets/images/products/detail/135879_1617305205.jpg",1.25,1.25,0,0,"",1756424,0,1,"ml",0,18,"165",0,0,1,"متوفر",0,180,67,"MAF Carrefour-City Mall",4007,"مستلزمات المطبخ",4019,"زيت الطبخ",0,null,0,0,"",0,0
